Year,MSHA_ID,Mine_Name,Mine_State,Mine_County,Mine_Basin,Mine_Status,Mine_Type,Company_Type,Operation_Type,Operating_Company,Operating_Company_Address,Union_Code,Production_short_tons,Average_Employees,Labor_Hours
2004,100163,Arkadelphia 5761,Alabama,Cullman,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine only,Drummond Company Inc,"Post Office Box 1549, Jasper, AL 35502",,109615,24,29781
2004,103117,Mine #2,Alabama,Cullman,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine only,Twin Pines Coal Company Inc,"1874 County Road 15, Bremen, AL 35503",,364367,52,135707
2004,103246,Bear Creek,Alabama,Franklin,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine only,"Birmingham Coal & Coke Co., In","2477 Valleydale Rd S #b3, Birmingham, AL 35244",,68020,5,13902
2004,103183,Henager,Alabama,Jackson,Appalachia Southern,Mine closed by MSHA,Surface,Indepedent Producer Operator,Mine only,Gtm Mining Corporation,"15693 Alabama Highway 71, Pisgah, AL 35765",,67618,14,29160
2004,103206,Mine No 1,Alabama,Jackson,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine only,Gtm Mining Corporation,"15693 Alabama Highway 71, Pisgah, AL 35765",,14329,14,10018
2004,103301,Pit Number 2,Alabama,Jackson,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine only,D&e Mining Llc,"20297 Alabama Hwy 71, Flat Rock, AL 35966",,1738,11,2228
2004,100329,Concord Mine,Alabama,Jefferson,Appalachia Southern,Active,Underground,Operating Subsidiary,Preparation Plant,"Oak Grove Resources, Llc","8800 Oak Grove Mine Road, Adger, AL 35006",United Mine Workers of America,0,38,73138
2004,100851,Oak Grove Mine,Alabama,Jefferson,Appalachia Southern,Active,Underground,Operating Subsidiary,Mine only,"Oak Grove Resources, Llc","8800 Oak Grove Mine Rd, Adger, AL 35006",United Mine Workers of America,1501988,272,667453
2004,101037,Knob Strip Mine,Alabama,Jefferson,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine only,Drummond Company Inc,"3000 Highway 78 West, Jasper, AL 35501",,135234,23,35866
2004,102354,Lindbergh,Alabama,Jefferson,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine only,C & H Mining Company Inc,"1892 Cordova-Gorgas Road, Cordova, AL 35550",,412216,39,122653
2004,102760,Merritt Rogers Mine,Alabama,Jefferson,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine only,M S & R Equipment Company Inc,"2361 Cumberland Lake Dr, Pinson, AL 35126",,179598,24,51937
2004,102901,Shoal Creek Mine,Alabama,Jefferson,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine and Preparation Plant,"Drummond Company, Inc.","P.O. Box 1549, Jasper, AL 35501",United Mine Workers of America,0,3,8763
2004,102901,Shoal Creek Mine,Alabama,Jefferson,Appalachia Southern,Active,Underground,Indepedent Producer Operator,Mine and Preparation Plant,"Drummond Company, Inc.","P.O. Box 1549, Jasper, AL 35501",United Mine Workers of America,3813383,716,1715613
2004,102951,Majestic,Alabama,Jefferson,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine only,R J R Mining Company Inc,"104 3rd Street Sw, Cullman, AL 35055",,42919,5,9423
2004,103102,Newco #1,Alabama,Jefferson,Appalachia Southern,Active,Underground,Indepedent Producer Operator,Mine only,"Sunrise Coal Co., Llc","547 S Main, Graysville, AL 35073",,102582,44,96080
2004,103150,Littleton Mine,Alabama,Jefferson,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine only,Twin Pines Coal Company Inc,"1874 Co Rd 15, Bremen, AL 35033",,179261,22,53476
2004,103178,Alabama Fuel Products,Alabama,Jefferson,Appalachia Southern,Active,Surface,Operating Subsidiary,Preparation Plant,"Alabama Coal Recovery, Llc","1329 Forestdale Blvd,s303, Birmingham, AL 35214",,0,47,86503
2004,103178,Alabama Fuel Products,Alabama,Jefferson,Appalachia Southern,Active,Underground,Operating Subsidiary,Preparation Plant,"Alabama Coal Recovery, Llc","1329 Forestdale Blvd,s303, Birmingham, AL 35214",,0,10,17718
2004,103180,Sloan Mountain Mine,Alabama,Jefferson,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine only,M S & R Equipment Company Inc,"2361 Cumberland Drive, Pinson, AL 35126",,112992,19,26582
2004,103182,Fishtrap,Alabama,Jefferson,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine only,"Black Warrior Minerals, Inc.","4788 Highway 78, Cordova, AL 35550",,63045,16,32966
2004,103271,Praco Mine,Alabama,Jefferson,Appalachia Southern,Active,Surface,Contractor,Mine only,Cherokee Mining Llc,"107 Walston Bridge Road, Jasper, AL 35504",,428007,42,99301
2004,103278,Eagle Alabama No 1,Alabama,Jefferson,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine and Preparation Plant,Eagle North America Inc,"5290 Mud Creek Road, Adger, AL 35006",,50355,13,34606
2004,103278,Eagle Alabama No 1,Alabama,Jefferson,Appalachia Southern,Active,Underground,Indepedent Producer Operator,Mine and Preparation Plant,Eagle North America Inc,"5290 Mud Creek Road, Adger, AL 35006",,0,4,10909
2004,103285,Narley Mine,Alabama,Jefferson,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine only,"Best Coal, Inc.","P.O. Box 1253, Cullman, AL 35058",,71608,12,16401
2004,103279,Burleson Mine,Alabama,Marion,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine only,"M. E. Group, Inc.","119 Euclid Avenue, Birmingham, AL 35213",,52015,9,18975
2004,103293,Dulin Mine,Alabama,Marion,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine only,"Reed Mining, Inc.","1892 Cordova-Gorgas Road, Cordova, AL 35550",,3537,6,1423
2004,102976,Piney Woods Prep Plant,Alabama,Shelby,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Preparation Plant,"New Century Mining, Inc.","Post Office Box 1781, Alabaster, AL 35007",,0,2,3390
2004,102976,Piney Woods Prep Plant,Alabama,Shelby,Appalachia Southern,Active,Underground,Indepedent Producer Operator,Preparation Plant,"New Century Mining, Inc.","Post Office Box 1781, Alabaster, AL 35007",,0,3,3390
2004,103205,Alliance Mine No 1,Alabama,Shelby,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine only,Hope Coal Company Inc,"3705 Cumberland Trace, Birmingham, AL 35242",,101120,12,30307
2004,100759,North River # 1 Underground Mi,Alabama,Tuscaloosa,Appalachia Southern,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,The Pittsburg & Midway Coal Mi,"12398 New Lexington Rd, Berry, AL 35546",United Mine Workers of America,3726276,368,811994
2004,101247,No 4 Mine,Alabama,Tuscaloosa,Appalachia Southern,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,Jim Walter Resources Inc,"14730 Lock 17 Rd, Brookwood, AL 35444",United Mine Workers of America,3052756,438,993550
2004,101322,No.  5 Mine,Alabama,Tuscaloosa,Appalachia Southern,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,"Jim Walter Resources, Inc.","12972 Lock 17 Rd, Brookwood, AL 35444",United Mine Workers of America,1484265,302,717802
2004,101401,No. 7 Mine,Alabama,Tuscaloosa,Appalachia Southern,Active,Underground,Operating Subsidiary,Mine and Preparation Plant,"Jim Walter Resources, Inc.","18069 Hannah Creek Rd, Brookwood, AL 35444",United Mine Workers of America,2339117,426,981645
2004,103172,Searles Mine No. 2,Alabama,Tuscaloosa,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine only,"Southland Resources, Inc.","P.O. Box 285, Peterson, AL 35478",,290055,50,98112
2004,103179,Fleetwood Mine No 1,Alabama,Tuscaloosa,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine only,Black Warrior Minerals Inc,"P.O. Box 1190, Sumiton, AL 35148",,135141,24,75393
2004,103196,Carter Mine,Alabama,Tuscaloosa,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine only,Tuscaloosa Resources Inc,"P.O. Box 531187, Birmingham, AL 35253",,634192,86,223092
2004,103260,Howton Mine,Alabama,Tuscaloosa,Appalachia Southern,Active,Surface,Indepedent Producer Operator,Mine only,"Tuscaloosa Resources, Inc.","3 Office Park Circle, Ste 112, Birmingham, AL 35253",,52194,22,31440
